materia_codice,docente_codice
93932,33166.0
B0790,30790.0
B0791,37624.0
65814,45070.0
B6965,45070.0
85366,40588.0
85368,15880.0
92979,132135.0
78616,118579.0
78617,118579.0
78618,15834.0
88648,40585.0
75192,40585.0
82248,40585.0
82275,40585.0
99188,137129.0
99871,31894.0
79249,113578.0
17955,35602.0
29718,44567.0
27304,31894.0
27372,113578.0
95885,32099.0
69859,16684.0
96977,16815.0
96978,35566.0
99926,32532.0
28357,82364.0
28368,39857.0
06689,114970.0
58414,82364.0
73147,33326.0
00005,40000.0
42062,16733.0
58416,137131.0
69443,40940.0
85301,127088.0
91717,38668.0
73414,38593.0
10381,30751.0
75407,30656.0
11929,30927.0
37635,33342.0
58207,37246.0
99710,34490.0
02715,39918.0
13952,55832.0
45545,64960.0
37692,92758.0
37682,33508.0
91184,40004.0
85547,41653.0
85548,31630.0
85549,44568.0
04762,35786.0
18251,50158.0
13140,16932.0
94259,46412.0
94234,16723.0
66185,34993.0
37171,32105.0
94109,38606.0
88324,33518.0
88325,33518.0
B0832,33518.0
75698,38723.0
93744,30508.0
66670,39578.0
37358,30384.0
03596,30950.0
24207,39578.0
72487,38790.0
55006,40932.0
55007,41170.0
69910,16008.0
98960,138161.0
30943,65323.0
75558,16620.0
70281,34789.0
73461,43470.0
79205,39922.0
31567,136028.0
31571,41170.0
B2817,36870.0
B2821,30218.0
57359,32525.0
87597,32525.0
11438,30954.0
11784,31753.0
87602,31753.0
93278,30260.0
75941,35539.0
99166,35632.0
99167,32477.0
99199,30093.0
98803,32521.0
27322,35539.0
75355,36923.0
68405,34161.0
36312,34161.0
99714,38717.0
30347,39609.0
08641,43205.0
12511,39922.0
93293,30252.0
29113,16727.0
12825,16727.0
79219,32764.0
93668,35252.0
03558,23767.0
90616,50102.0
79217,30457.0
66188,33320.0
84516,39122.0
42198,31851.0
91439,36803.0
99456,60783.0
97906,39412.0
93799,39412.0
71973,132714.0
93298,40086.0
28393,15913.0
B0323,31531.0
81712,36887.0
00013,40877.0
15300,31760.0
16314,31760.0
66876,31030.0
66877,119184.0
27210,16921.0
81853,34535.0
81854,34535.0
27213,34014.0
81657,30734.0
28622,31013.0
28570,30303.0
37643,42930.0
27991,48417.0
27993,155464.0
87295,131421.0
87294,30734.0
28616,31013.0
46146,34903.0
04524,35391.0
78890,48139.0
29737,51141.0
75602,42492.0
34794,31762.0
B2904,36867.0
87606,36867.0
96729,16921.0
00020,133924.0
00474,30187.0
96168,33502.0
93392,36845.0
95704,48107.0
93927,38066.0
93933,39191.0
85173,31140.0
79191,48260.0
92816,41660.0
77762,35709.0
99620,134855.0
96177,35802.0
37478,30384.0
32521,30376.0
02882,30908.0
59026,145915.0
37214,42316.0
37216,15550.0
37215,42316.0
99007,46511.0
37907,33506.0
05181,50689.0
10083,34157.0
00358,43609.0
00031,119785.0
37763,119785.0
34349,33441.0
24021,43302.0
24022,39607.0
57397,69785.0
39314,30523.0
24023,15760.0
39315,24184.0
10230,16839.0
10231,30100.0
16042,33322.0
23854,33322.0
58180,33817.0
66052,39548.0
65787,39548.0
99794,34180.0
85248,44667.0
57113,30194.0
09214,15986.0
66117,39548.0
39145,55269.0
50169,30908.0
50170,23954.0
69846,37089.0
90943,15986.0
00444,38563.0
00547,39890.0
37198,31351.0
37199,71917.0
00976,32329.0
90922,42316.0
76149,45536.0
39470,38468.0
99953,50746.0
99954,35507.0
39467,600763.0
99950,50745.0
99951,39976.0
39102,39590.0
39104,600830.0
09893,36802.0
06046,601143.0
88267,41642.0
88265,144457.0
82072,31759.0
98927,98259.0
98834,98259.0
93244,32977.0
B0022,34022.0
00044,24276.0
28304,39926.0
00045,31623.0
11292,134493.0
66946,49136.0
70025,123432.0
32535,32977.0
81697,32977.0
28589,36772.0
28346,36772.0
90102,101399.0
84272,39171.0
91867,31623.0
69514,39926.0
93246,148491.0
33843,39171.0
95736,50099.0
72401,35048.0
65303,143422.0
98755,146261.0
98918,39926.0
73783,94125.0
30928,120981.0
02517,35109.0
13533,98259.0
94110,32977.0
06992,31976.0
04717,23955.0
94203,31623.0
93617,23955.0
93012,126281.0
28243,33150.0
81691,38905.0
93595,131669.0
04718,38905.0
27309,38905.0
B1957,123432.0
84268,148491.0
99077,134493.0
03589,34686.0
39305,42019.0
14030,34686.0
99874,45922.0
90956,35427.0
20432,42602.0
14618,35913.0
87981,34940.0
66103,30387.0
72609,34759.0
72709,124123.0
75418,33773.0
91447,37097.0
87307,34941.0
88372,40754.0
87818,31874.0
90874,46096.0
99126,32589.0
93513,38119.0
32173,33513.0
99618,128795.0
99619,153381.0
96880,97538.0
93778,33320.0
87946,32613.0
72847,32412.0
99616,34944.0
72794,42417.0
35432,42417.0
73315,42417.0
88356,33520.0
95942,40617.0
93279,41872.0
93282,41872.0
93280,41872.0
91297,31795.0
91298,31987.0
91012,41654.0
B0025,97538.0
94258,56900.0
99730,23486.0
88393,33164.0
91560,124863.0
98683,32588.0
91238,24273.0
96358,110689.0
99549,34144.0
98912,112029.0
B2225,35053.0
73819,41170.0
74424,39608.0
74425,37229.0
71052,31794.0
71053,600409.0
71054,66395.0
B0442,35613.0
82678,15945.0
82712,37089.0
01594,39574.0
39391,37406.0
17067,33386.0
09151,38715.0
85507,94204.0
66964,109436.0
67028,94204.0
67054,94204.0
95032,47927.0
97995,47927.0
08114,31984.0
93140,42834.0
93162,33267.0
93163,32051.0
93164,123996.0
93155,124127.0
93145,41188.0
93143,50366.0
93153,62217.0
95725,42817.0
30447,33267.0
93014,35451.0
90085,38818.0
87654,37087.0
77887,42961.0
75769,38532.0
11447,34814.0
11440,35451.0
90086,143460.0
77881,33135.0
75771,34154.0
90084,40766.0
81546,42809.0
30398,30059.0
85133,40091.0
30438,35451.0
76691,35451.0
98915,35451.0
07033,32051.0
76010,119339.0
70765,50366.0
10702,38532.0
85135,35621.0
98914,44685.0
98913,137859.0
85142,46407.0
85585,46407.0
98981,42884.0
75830,42961.0
78035,42961.0
75770,42961.0
11458,34154.0
03618,35621.0
11462,46133.0
29638,46133.0
28799,46133.0
90046,35621.0
07490,30059.0
93445,50625.0
07855,146957.0
30341,38532.0
03619,35621.0
74895,37087.0
29641,37087.0
28798,37087.0
B1728,126859.0
04447,40766.0
29649,33135.0
90281,50366.0
98983,34814.0
11378,33267.0
30443,32115.0
93262,42809.0
73761,45735.0
75829,38532.0
70745,24249.0
07021,33146.0
99626,38082.0
99627,137115.0
91259,33342.0
93398,31791.0
81574,53564.0
11925,43238.0
70110,42137.0
93955,134738.0
69430,46417.0
28450,55543.0
97310,601251.0
58423,24210.0
78301,35700.0
93637,34824.0
93644,32123.0
78168,56036.0
93679,32783.0
78149,38082.0
93647,36837.0
69731,31756.0
35364,49192.0
73731,54927.0
11597,41757.0
90409,100812.0
13576,100812.0
34381,126133.0
16919,151187.0
71125,30358.0
71126,32543.0
71127,32623.0
70804,45877.0
66337,45877.0
70805,34075.0
B0399,45877.0
B0400,34075.0
B0401,45877.0
99890,43622.0
99891,39855.0
99892,39855.0
32523,36501.0
91105,110180.0
90703,50761.0
90704,40797.0
90615,47393.0
27835,35985.0
87338,47801.0
29012,35891.0
98799,49078.0
B0057,33135.0
72412,33150.0
99854,34056.0
90619,40797.0
90625,47394.0
90612,45955.0
B1676,50625.0
29006,36013.0
90603,45955.0
90604,31237.0
90613,36013.0
29533,39588.0
90610,47394.0
30474,35850.0
98798,51429.0
95965,143518.0
99513,31445.0
91260,153211.0
91261,40878.0
98100,34280.0
98101,31445.0
98102,35645.0
B1459,139848.0
95082,48824.0
93928,35645.0
92909,24356.0
90159,24356.0
B1680,49765.0
B2835,16905.0
B2836,116691.0
29905,40092.0
28776,40092.0
44921,43786.0
99128,38786.0
B2137,44559.0
00056,41387.0
27218,35705.0
27217,16918.0
00057,39860.0
96390,145864.0
87966,142059.0
94230,38827.0
96391,31615.0
81719,66229.0
67111,145864.0
98909,50712.0
81758,48795.0
93848,38080.0
67099,39875.0
96292,38393.0
B4797,15938.0
94379,41651.0
39168,23230.0
82210,23230.0
39170,23230.0
85026,34978.0
81463,38721.0
90393,16828.0
97261,32360.0
B2372,31609.0
32207,125699.0
39193,55401.0
66435,16878.0
66437,32632.0
35106,32616.0
88526,42326.0
88525,46677.0
88527,33957.0
85046,42775.0
99796,33957.0
99799,33957.0
81473,600952.0
81474,113172.0
81475,113172.0
72957,46417.0
72965,15893.0
72968,16800.0
72971,40211.0
72975,15250.0
72980,31888.0
72985,31791.0
78098,15232.0
72994,15232.0
72998,34156.0
73000,34908.0
73002,38585.0
73004,14728.0
73010,30202.0
76069,32432.0
76112,35578.0
96277,40430.0
30908,43790.0
88152,34583.0
99798,41065.0
82054,39050.0
87396,117680.0
95598,42419.0
86494,42419.0
28555,38833.0
93659,46774.0
93660,38388.0
87269,42914.0
33981,37170.0
34437,38821.0
93740,47007.0
93741,50871.0
86472,108891.0
92858,116869.0
92996,42914.0
29011,122318.0
74879,31522.0
79271,31979.0
29997,15596.0
99610,48114.0
88217,34583.0
40042,34583.0
37064,42866.0
88153,115244.0
B0246,41570.0
B2934,47939.0
85042,125645.0
70155,41697.0
10906,39884.0
90107,33449.0
84339,33159.0
39369,47145.0
94166,35145.0
26047,32258.0
13220,35110.0
84920,37440.0
84921,34002.0
B1821,30589.0
90559,118582.0
92987,118582.0
90954,119156.0
84357,33133.0
84358,31440.0
84359,33133.0
84360,35387.0
B3454,107293.0
85175,15842.0
85182,15842.0
B2813,916774.0
98234,129528.0
77989,43360.0
28940,33475.0
08404,15934.0
91647,51131.0
96586,51655.0
81932,47836.0
91421,48581.0
97467,42553.0
96804,43010.0
95630,56629.0
B2428,48581.0
96357,98412.0
87216,42680.0
96342,125578.0
93370,43473.0
18056,125579.0
93385,125579.0
B0787,16727.0
B0788,16727.0
46639,38954.0
82008,40463.0
92968,31029.0
73019,33334.0
87833,16874.0
93318,38154.0
99590,46765.0
07022,38818.0
85202,38818.0
93092,38818.0
66129,40740.0
74006,42352.0
29907,32569.0
64841,38989.0
88369,32351.0
96022,33570.0
85324,46188.0
65951,35180.0
00061,108041.0
66609,30026.0
67017,31748.0
37200,34616.0
37201,14644.0
12946,119338.0
14041,34616.0
00062,41654.0
84896,44586.0
91309,44586.0
B2261,33570.0
39286,39478.0
03467,43126.0
39287,151427.0
39304,39121.0
39307,106693.0
72710,16883.0
B1830,31757.0
44113,31627.0
08956,16878.0
61500,16878.0
73424,42926.0
73425,41367.0
91136,23797.0
31162,31793.0
25555,23486.0
78799,48970.0
85059,23797.0
85030,43410.0
67117,31023.0
B2903,31627.0
84898,44586.0
B2818,44586.0
84935,31153.0
08127,31512.0
96460,34490.0
98996,43233.0
B2008,39533.0
95738,38286.0
81883,147643.0
81884,30320.0
96665,30533.0
85525,23955.0
96465,35631.0
96466,49021.0
99873,31979.0
93913,16712.0
82464,39893.0
85284,37530.0
07654,37530.0
62080,30320.0
B4067,24384.0
98920,33771.0
97260,51133.0
88270,51133.0
35425,39190.0
85297,51132.0
29566,39869.0
96278,39191.0
09454,14804.0
35374,49686.0
40224,39191.0
99955,35178.0
39473,42735.0
11406,50739.0
16837,35178.0
20133,51005.0
39475,40681.0
95895,39191.0
65927,30533.0
66834,23808.0
67004,31839.0
67020,43022.0
65928,30251.0
13520,24226.0
12818,34866.0
85242,34299.0
69153,42765.0
69154,30093.0
66505,134943.0
07157,42129.0
37906,33396.0
85314,23954.0
85320,39886.0
05095,38816.0
66989,49321.0
15950,24468.0
71342,41097.0
90171,34149.0
65952,31830.0
91404,49115.0
98251,46020.0
82311,31627.0
82312,51132.0
49754,31459.0
13622,36034.0
82695,36034.0
69173,24263.0
69174,36407.0
84887,48667.0
12208,32574.0
03553,39514.0
78811,24361.0
78813,40706.0
78814,35632.0
93923,31874.0
87614,38016.0
87615,31822.0
93916,30682.0
99567,40265.0
93841,74141.0
93842,30200.0
94388,35623.0
B2080,35645.0
B2081,37140.0
97903,916780.0
37465,916780.0
66148,916780.0
93798,31014.0
97904,31014.0
93911,38066.0
66557,31027.0
93917,35817.0
96783,16738.0
93915,48411.0
79204,30760.0
09464,50701.0
91400,42129.0
98990,40593.0
99127,47538.0
90932,15760.0
69887,46390.0
65226,16074.0
90823,42977.0
96047,35342.0
96049,46687.0
96890,49221.0
88385,45028.0
93252,34004.0
73521,40311.0
78487,41367.0
90891,50880.0
29571,24273.0
06040,30760.0
02051,35722.0
28172,144665.0
93966,36517.0
93967,35640.0
72803,16701.0
73316,16701.0
66180,39899.0
66642,32661.0
66631,36990.0
93358,36407.0
94608,13956.0
B1828,31984.0
B1827,36407.0
72711,42993.0
65860,30909.0
65863,46000.0
66443,30216.0
78787,30909.0
66622,35581.0
66633,30733.0
66632,15392.0
66656,22553.0
67132,37824.0
B1829,45925.0
90814,39294.0
66644,32637.0
90748,39118.0
84460,39607.0
84461,41645.0
99741,46571.0
84420,43302.0
84422,39976.0
84425,600803.0
65621,38468.0
B4328,32432.0
94514,50415.0
96563,24263.0
78819,30835.0
78820,152308.0
13395,85769.0
00073,31459.0
28309,30251.0
96683,34866.0
96684,133595.0
06755,30047.0
93946,48411.0
32997,127138.0
64703,69643.0
82180,32937.0
94018,31524.0
B2287,32126.0
86582,42839.0
99629,91864.0
99624,39752.0
99048,42676.0
93709,43020.0
93710,49677.0
94542,135180.0
99177,70556.0
99178,153221.0
98565,34330.0
99644,65386.0
B2965,41540.0
B2966,41540.0
94264,56887.0
94268,56887.0
95966,35183.0
26728,118760.0
16918,118760.0
30376,53327.0
81613,30376.0
96142,30935.0
B0384,41681.0
95628,130492.0
28363,41286.0
69737,30960.0
95629,30960.0
23716,74037.0
B4934,43128.0
75440,33395.0
75435,32033.0
75310,74037.0
75329,82060.0
98766,43128.0
96796,97628.0
48142,15887.0
85462,55518.0
96798,33332.0
85522,31070.0
32422,33297.0
00891,38955.0
17232,36984.0
55361,37209.0
99804,142559.0
03716,34910.0
72937,46417.0
28012,30722.0
72772,35838.0
04642,114825.0
32827,16735.0
55544,15844.0
02023,30063.0
34739,34563.0
27216,35823.0
75660,126926.0
96771,40877.0
37443,116072.0
07941,30774.0
28719,34000.0
33400,31139.0
88041,83333.0
96988,39871.0
96042,33570.0
96043,31895.0
96044,48101.0
30982,33555.0
77826,33555.0
15824,145745.0
98910,133612.0
66090,32535.0
18039,30110.0
95944,33319.0
84307,71917.0
84308,71917.0
84311,91493.0
84312,91493.0
84313,41740.0
66290,30752.0
75870,115590.0
79093,105842.0
95768,142808.0
90350,40813.0
B2229,46179.0
96024,39894.0
84277,42313.0
84278,42313.0
76166,119338.0
72722,32537.0
B0242,41485.0
B0796,31836.0
B0797,61234.0
40060,30732.0
B0017,30732.0
87445,46402.0
94410,40897.0
94411,36548.0
96411,35342.0
84538,30383.0
86467,43431.0
86468,46956.0
70385,15669.0
84194,35689.0
37485,34407.0
94284,153042.0
92916,38441.0
94285,57258.0
94283,57258.0
94269,33306.0
45090,46412.0
66295,32595.0
87617,39533.0
84257,55832.0
84259,55832.0
84262,55832.0
99615,34956.0
90842,35565.0
94270,32569.0
94236,31886.0
90865,31886.0
B2192,47439.0
97472,41586.0
85325,34993.0
00088,32371.0
66942,16857.0
66610,31622.0
66907,31891.0
66286,16869.0
55393,32477.0
66291,15941.0
43049,42779.0
00130,145628.0
39544,38826.0
08152,31757.0
65857,16711.0
08147,31871.0
02098,44567.0
27604,46765.0
00090,36900.0
27542,30692.0
27571,35577.0
84748,30141.0
93774,35802.0
55954,35802.0
01651,36900.0
93773,38154.0
66305,48385.0
66684,47536.0
08149,31622.0
67031,38739.0
87822,110806.0
69145,32477.0
65942,16739.0
10587,35342.0
72836,32588.0
57339,30948.0
90808,24280.0
B2922,24280.0
39137,30950.0
B2150,47964.0
55002,38712.0
66935,24042.0
67066,31742.0
95751,34004.0
66680,30096.0
33931,40790.0
66223,31626.0
07052,36184.0
96971,31757.0
96972,42994.0
07418,43785.0
31968,36184.0
76030,16684.0
66178,30499.0
11262,38334.0
94348,46379.0
66690,30948.0
66327,16857.0
66922,33777.0
67131,24280.0
96958,40307.0
04422,16883.0
69849,46188.0
69850,16883.0
31012,34579.0
29910,34956.0
85148,36184.0
91677,16684.0
90407,34407.0
77767,36184.0
66044,33163.0
17524,35605.0
27581,38334.0
65601,30943.0
73728,34005.0
94217,24280.0
08159,33800.0
00118,16875.0
00111,30684.0
66647,36870.0
00126,31792.0
11777,30218.0
03426,31792.0
03427,30218.0
00122,30226.0
67035,36305.0
66913,16860.0
66929,30381.0
66931,38786.0
10584,24430.0
66171,36306.0
67063,46928.0
66176,32479.0
66190,16826.0
67051,30226.0
67037,24430.0
00125,16817.0
66689,47011.0
55003,150200.0
38837,30899.0
63708,34993.0
96453,30899.0
65931,150477.0
91305,30310.0
B2024,39137.0
00148,31626.0
67068,42931.0
73487,72834.0
29930,33984.0
29931,72834.0
69088,24042.0
44256,97809.0
66943,16869.0
27558,30115.0
66172,31870.0
66194,30116.0
84569,30116.0
66992,55395.0
69074,15941.0
18167,38826.0
06329,35601.0
69080,30752.0
69081,40976.0
00149,40976.0
94495,55395.0
45061,15011.0
67062,33164.0
66173,40818.0
29925,34143.0
78827,34579.0
00150,30110.0
66683,38538.0
00152,30684.0
66687,30206.0
66179,43110.0
66201,44632.0
69162,30899.0
66191,46928.0
02307,30690.0
90450,32905.0
B2938,47126.0
B2939,83315.0
B0137,85038.0
B3452,85038.0
76085,32432.0
76086,34147.0
76087,31747.0
95054,600862.0
95055,600744.0
95056,600744.0
56201,40571.0
34364,31277.0
88600,38468.0
85520,50549.0
73052,34635.0
42768,36471.0
30142,34644.0
27867,34644.0
30141,34644.0
66962,38907.0
67027,38907.0
67053,85038.0
95031,43068.0
93348,43068.0
95038,43068.0
B2623,34978.0
B2622,47860.0
69087,31576.0
96492,42133.0
73092,16828.0
95948,39879.0
94273,35630.0
92117,35349.0
B2956,16701.0
95936,16701.0
92872,33776.0
85494,50102.0
54576,31011.0
B2801,41378.0
B2802,51050.0
B1727,135126.0
90417,50538.0
29689,34991.0
75724,37010.0
75725,37010.0
87348,50436.0
87349,50436.0
75731,30333.0
87351,41833.0
87352,41833.0
B1644,46961.0
90065,15294.0
95943,96351.0
93628,33273.0
B2120,118782.0
B2121,120055.0
95709,31523.0
88272,39448.0
99904,42430.0
93764,31063.0
99509,32107.0
99498,128698.0
72608,33029.0
81754,120272.0
00166,45239.0
03816,16855.0
10322,33517.0
69954,33517.0
35658,16841.0
21425,39575.0
69955,39575.0
05118,38385.0
20630,35295.0
21341,37269.0
02367,126284.0
00058,126284.0
17609,600763.0
42244,35507.0
37312,34094.0
35666,30670.0
35665,31520.0
35667,32373.0
69957,41873.0
95973,43377.0
95974,39859.0
70244,39288.0
84390,33442.0
84391,601989.0
84392,56298.0
84421,31880.0
84292,31880.0
84341,117468.0
84355,56298.0
76209,33026.0
65447,74186.0
84408,125730.0
23265,41745.0
88296,38540.0
72797,36314.0
35409,36314.0
95716,31523.0
99152,119337.0
95988,30344.0
96363,84591.0
37402,33045.0
99540,34947.0
91247,50597.0
93587,34154.0
93515,34756.0
93502,39989.0
91115,80324.0
B1878,141968.0
93150,33150.0
97295,39661.0
97298,30907.0
97299,37937.0
B3281,39661.0
96678,39893.0
02096,45796.0
08115,16815.0
18457,42426.0
96730,116218.0
91762,38590.0
37296,37624.0
99731,38902.0
94288,153034.0
B4912,36424.0
35167,32062.0
87202,31828.0
84398,39605.0
84403,39605.0
84406,133750.0
84409,601251.0
84410,601251.0
84411,601251.0
90105,31433.0
69926,31278.0
79043,31278.0
90899,143461.0
91364,31278.0
91365,31093.0
B4112,39237.0
88045,39237.0
98889,107328.0
98890,107328.0
98891,39050.0
98946,35686.0
68341,35686.0
B0038,35926.0
82224,148781.0
82225,64682.0
82299,23834.0
39100,43763.0
39121,43763.0
39112,148782.0
39124,140357.0
46051,98819.0
78361,83121.0
99505,47835.0
66696,43781.0
66698,34903.0
04310,34903.0
31586,31531.0
29145,34535.0
65900,15686.0
88218,70681.0
28796,33449.0
81940,34486.0
91683,36900.0
17527,30932.0
09251,30115.0
06944,45655.0
00183,84940.0
66151,14922.0
67432,14922.0
66183,30298.0
72671,30761.0
81660,114825.0
87968,37003.0
77802,39872.0
81943,16652.0
79199,16720.0
91653,49242.0
91654,31014.0
29919,48088.0
10529,30940.0
90451,31488.0
87128,36278.0
12660,34824.0
90024,34143.0
93008,37798.0
96383,33310.0
93930,33188.0
98777,37798.0
85170,42129.0
85442,46984.0
95780,46984.0
87927,107311.0
72769,35838.0
73371,35838.0
73577,35838.0
98992,32479.0
98993,46840.0
96264,43238.0
37685,53327.0
77095,75217.0
96769,30431.0
85782,33140.0
91602,30722.0
70090,30730.0
37487,137781.0
96082,117048.0
93478,111221.0
73302,30722.0
96160,36080.0
96300,36080.0
90540,31614.0
23570,31400.0
46479,82384.0
B0037,49055.0
90840,31400.0
B2654,34146.0
78150,39604.0
75938,32748.0
75939,31505.0
10682,48333.0
87900,35659.0
62516,35659.0
39410,32136.0
93766,75511.0
83418,47330.0
B0118,43165.0
99981,32917.0
69774,34541.0
96345,33277.0
69168,35827.0
85274,41999.0
93630,98637.0
99185,37154.0
84995,43080.0
10283,45086.0
76119,33820.0
71790,30303.0
B5736,32585.0
72210,38885.0
94398,124567.0
72212,39074.0
B3829,152762.0
98639,134498.0
75373,47446.0
05303,37669.0
02738,31277.0
34375,37669.0
34376,109912.0
72818,30953.0
73258,30953.0
91370,34322.0
91382,34322.0
99628,47829.0
95729,32317.0
91423,40545.0
90489,32851.0
B2851,33396.0
90692,122318.0
92908,57775.0
90984,35617.0
92958,119838.0
92960,119838.0
37326,43506.0
93924,33188.0
B2214,36017.0
19938,97479.0
96272,41571.0
26119,43466.0
69227,36067.0
28556,45819.0
00196,32144.0
35245,32814.0
88151,42914.0
28015,30134.0
28527,33423.0
95962,33160.0
28630,33769.0
99536,39752.0
07900,74083.0
72590,30909.0
72594,30896.0
29412,34326.0
07573,47252.0
93378,43470.0
90732,33065.0
98856,121694.0
72783,33137.0
17952,37824.0
73128,35616.0
99562,31987.0
90026,50225.0
72589,48114.0
78564,88589.0
34574,16837.0
36276,48004.0
74767,42074.0
97441,133600.0
B0889,133600.0
95734,32317.0
99814,41391.0
48144,41994.0
98769,38998.0
75363,33819.0
B1801,41994.0
79484,146671.0
97980,33819.0
34546,31434.0
37729,151588.0
35817,50558.0
98903,31434.0
87583,31434.0
82160,38548.0
94529,111546.0
B2779,37624.0
B2780,37624.0
73429,54671.0
21872,40764.0
B1753,31029.0
47311,37981.0
34539,157793.0
98631,42631.0
59432,42669.0
24340,43128.0
32244,128294.0
82011,34091.0
96830,35709.0
73566,50806.0
95544,917235.0
95545,44906.0
95546,47929.0
99582,23965.0
96344,35577.0
94237,38334.0
87834,46835.0
65353,35823.0
34960,31578.0
33959,38833.0
33923,31015.0
34313,36390.0
65299,42991.0
81639,38070.0
31599,15902.0
73490,36390.0
73492,40116.0
00199,34015.0
92892,43701.0
45605,16868.0
92891,42991.0
73165,31523.0
72759,30765.0
75210,35777.0
65983,32601.0
96569,31439.0
65876,16931.0
88489,16735.0
87403,122353.0
73387,31828.0
98736,36793.0
37281,36793.0
99908,48188.0
71880,42731.0
91372,35788.0
91373,37207.0
87591,36689.0
02513,41758.0
45198,32718.0
76290,32718.0
87161,74947.0
96894,39237.0
66805,30961.0
73430,33065.0
96032,37633.0
93619,30540.0
75806,30540.0
75896,30540.0
98986,138397.0
85186,31743.0
85187,916129.0
93105,112029.0
93223,116870.0
14015,30957.0
79438,33714.0
79439,34482.0
B4323,110320.0
81958,56658.0
93254,96271.0
93467,39882.0
98672,15457.0
93379,131796.0
B3118,107328.0
31569,123999.0
31612,123999.0
31563,95561.0
31608,47035.0
31564,41135.0
31609,118168.0
96299,131291.0
66954,32847.0
66995,32847.0
66990,35987.0
66991,35987.0
90198,35987.0
90199,35987.0
90423,95493.0
93331,42269.0
93542,42596.0
92919,116810.0
91109,110180.0
28354,30898.0
98827,131794.0
78693,40312.0
81873,34620.0
93142,124032.0
B2871,38251.0
B3027,38251.0
72522,49344.0
98808,49344.0
99079,106667.0
93499,106667.0
93500,57883.0
99080,57883.0
90855,39703.0
85121,37077.0
72810,31524.0
96430,40643.0
B0322,34635.0
90709,47393.0
90710,39567.0
B0019,43622.0
B0020,43622.0
B0021,31919.0
96733,98717.0
87363,16720.0
B3373,110244.0
99195,114772.0
B0139,106725.0
93470,58846.0
B0140,36058.0
B0141,110244.0
92779,34145.0
97430,58846.0
71056,24281.0
71057,24281.0
71058,600170.0
77953,43121.0
40720,46817.0
B1894,41660.0
90892,143589.0
99087,32315.0
90733,41697.0
B0085,101949.0
99083,135125.0
97325,16731.0
94280,56907.0
B0098,39604.0
96802,41681.0
75194,30315.0
91262,34425.0
84091,34532.0
85302,41465.0
B0925,35721.0
95866,33309.0
81610,30763.0
96482,34488.0
96359,35183.0
95611,35622.0
79194,50421.0
87469,38590.0
98926,123432.0
91250,30318.0
B4790,31851.0
B0413,30938.0
B0223,149939.0
81771,41555.0
99667,119252.0
91657,110689.0
B2699,34303.0
B0122,34303.0
00211,63956.0
79198,136121.0
78991,111222.0
29786,148397.0
29234,16736.0
99612,916469.0
10016,111222.0
93220,111222.0
69515,38286.0
79188,136121.0
71048,32618.0
71049,600431.0
B1472,111220.0
65219,152547.0
B2928,39573.0
B2826,36062.0
94088,16927.0
93725,132259.0
93726,42839.0
91114,43468.0
